식품명,1회제공량,내용량_단위,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),지역 / 제조사
슈퍼디럭스(나폴리M),107,g,251,12,0,0,3,도미노피자
슈퍼디럭스(씬 L),118,g,282,15,0,0,3,도미노피자
슈퍼디럭스(씬 M),186,g,450,24,0,0,4,도미노피자
슈퍼디럭스(슈퍼시드 함유 도우L),155,g,393,20,0,0,4,도미노피자
슈퍼디럭스(슈퍼시드 함유 도우M),133,g,332,14,0,0,3,도미노피자
슈퍼디럭스 더블치즈엣지(오리지널 L),149,g,373,16,0,0,5,도미노피자
슈퍼디럭스 더블치즈엣지(오리지널 M),159,g,359,19,0,0,3,도미노피자
슈퍼슈프림(오리지널 L),188,g,452,24,0,0,3,도미노피자
슈퍼슈프림(오리지널 M),151,g,321,17,0,0,5,도미노피자
슈퍼슈프림(나폴리L),168,g,366,20,0,0,5,도미노피자
슈퍼슈프림(나폴리M),123,g,246,14,0,0,4,도미노피자
슈퍼슈프림(씬 L),139,g,291,16,0,0,5,도미노피자
슈퍼슈프림(씬 M),111,g,236,13,0,0,4,도미노피자
슈퍼슈프림(슈퍼시드 함유 도우L),120,g,251,15,0,0,5,도미노피자
슈퍼슈프림(슈퍼시드 함유 도우M),146,g,335,15,0,0,8,도미노피자
슈퍼슈프림 더블치즈엣지(오리지널 L),165,g,385,19,0,0,9,도미노피자
슈퍼슈프림 더블치즈엣지(오리지널 M),172,g,374,21,0,0,5,도미노피자
와규 앤 비스테카(오리지널 L),193,g,433,24,0,0,5,도미노피자
와규 앤 비스테카(오리지널 M),130,g,305,14,0,0,8,도미노피자
와규 앤 비스테카(나폴리L),154,g,377,16,0,0,7,도미노피자
와규 앤 비스테카(나폴리M),107,g,247,16,0,0,7,도미노피자
와규 앤 비스테카(씬 L),130,g,306,18,0,0,7,도미노피자
와규 앤 비스테카(씬 M),179,g,477,23,0,0,15,도미노피자
와규 앤 비스테카(슈퍼시드 함유 도우L),104,g,262,12,0,0,7,도미노피자
와규 앤 비스테카(슈퍼시드 함유 도우M),131,g,306,13,0,0,8,도미노피자
와규 앤 비스테카 더블치즈엣지(오리지널 L),156,g,354,16,0,0,9,도미노피자
와규 앤 비스테카 더블치즈엣지(오리지널 M),163,g,388,19,0,0,8,도미노피자
우리 고구마(오리지널 L),198,g,484,25,0,0,9,도미노피자
우리 고구마(오리지널 M),128,g,321,13,0,0,9,도미노피자
우리 고구마(나폴리L),157,g,372,15,0,0,14,도미노피자
우리 고구마(나폴리M),107,g,273,11,0,0,9,도미노피자
우리 고구마(씬 L),134,g,311,12,0,0,12,도미노피자
우리 고구마(씬 M),175,g,482,19,0,0,17,도미노피자
우리 고구마(슈퍼시드 함유 도우L),109,g,277,10,0,0,13,도미노피자
우리 고구마(슈퍼시드 함유 도우M),130,g,338,13,0,0,10,도미노피자
우리 고구마 더블치즈엣지(오리지널 L),166,g,399,15,0,0,17,도미노피자
우리 고구마 더블치즈엣지(오리지널 M),156,g,399,18,0,0,9,도미노피자
직화 스테이크(오리지널 L),193,g,482,22,0,0,14,도미노피자
직화 스테이크(오리지널 M),126,g,304,14,0,0,5,도미노피자
직화 스테이크(나폴리L),160,g,370,20,0,0,6,도미노피자
직화 스테이크(나폴리M),100,g,240,12,0,0,4,도미노피자
직화 스테이크(씬 L),134,g,314,16,0,0,6,도미노피자
직화 스테이크(씬 M),162,g,444,20,0,0,6,도미노피자
직화 스테이크(슈퍼시드 함유 도우L),110,g,308,14,0,0,4,도미노피자
직화 스테이크(슈퍼시드 함유 도우M),124,g,308,14,0,0,6,도미노피자
직화 스테이크 더블치즈엣지(오리지널 M),162,g,406,18,0,0,8,도미노피자
직화 스테이크 더블치즈엣지(오리지널 L),194,g,480,24,0,0,6,도미노피자
치즈(오리지널 L),151,g,364,20,0,0,5,도미노피자
치즈(오리지널 M),191,g,466,24,0,0,7,도미노피자
치즈(나폴리L),112,g,285,15,0,0,5,도미노피자
치즈(나폴리M),136,g,352,19,0,0,6,도미노피자
치즈(씬 L),116,g,305,18,0,0,5,도미노피자
치즈(씬 M),110,g,314,17,0,0,5,도미노피자
치즈(슈퍼시드 함유 도우L),124,g,374,20,0,0,5,도미노피자
치즈(슈퍼시드 함유 도우M),191,g,491,24,0,0,11,도미노피자
치즈 더블치즈엣지(오리지널 L),112,g,292,14,0,0,7,도미노피자
치즈가든(오리지널 L),243,g,601,29,0,0,9,도미노피자
치즈가든(오리지널 M),109,g,250,10,0,0,5,도미노피자
치즈가든(나폴리L),132,g,287,14,0,0,6,도미노피자
치즈가든(나폴리M),171,g,363,16,0,0,7,도미노피자
치즈가든(씬 L),100,g,209,9,0,0,3,도미노피자
치즈가든(씬 M),137,g,303,12,0,0,6,도미노피자
치즈가든(슈퍼시드 함유 도우L),114,g,249,10,0,0,6,도미노피자
치즈가든(슈퍼시드 함유 도우M),109,g,245,11,0,0,5,도미노피자
치즈가든 더블치즈엣지(오리지널 L),129,g,296,11,0,0,6,도미노피자
치즈가든 더블치즈엣지(오리지널 M),138,g,316,15,0,0,4,도미노피자
치즈피자 더블치즈엣지(오리지널 M),168,g,380,19,0,0,5,도미노피자
페퍼로니(오리지널 L),145,g,397,20,0,0,5,도미노피자
페퍼로니(오리지널 M),102,g,271,14,0,0,4,도미노피자
페퍼로니(나폴리L),118,g,327,16,0,0,4,도미노피자
페퍼로니(나폴리M),148,g,426,24,0,0,5,도미노피자
페퍼로니(씬 L),127,g,384,20,0,0,4,도미노피자
페퍼로니(씬 M),131,g,386,22,0,0,4,도미노피자
페퍼로니(슈퍼시드 함유 도우L),109,g,336,18,0,0,4,도미노피자
페퍼로니(슈퍼시드 함유 도우M),105,g,283,14,0,0,4,도미노피자
페퍼로니 더블치즈엣지(오리지널 L),124,g,341,16,0,0,6,도미노피자
페퍼로니 더블치즈엣지(오리지널 M),124,g,341,16,0,0,4,도미노피자
포테이토(오리지널 L),147,g,403,20,0,0,4,도미노피자
포테이토(오리지널 M),139,g,322,15,0,0,4,도미노피자
포테이토(나폴리L),149,g,352,16,0,0,4,도미노피자
포테이토(나폴리M),115,g,260,15,0,0,3,도미노피자
포테이토(씬 L),122,g,292,16,0,0,3,도미노피자
포테이토(씬 M),103,g,224,12,0,0,3,도미노피자
포테이토(슈퍼시드 함유 도우L),109,g,243,12,0,0,3,도미노피자
포테이토(슈퍼시드 함유 도우M),139,g,317,15,0,0,5,도미노피자
포테이토 더블치즈엣지(오리지널 L),150,g,350,16,0,0,5,도미노피자
포테이토 더블치즈엣지(오리지널 M),154,g,362,18,0,0,3,도미노피자
핫치킨(오리지널 L),174,g,422,21,0,0,4,도미노피자
핫치킨(오리지널 M),119,g,287,13,0,0,9,도미노피자
핫치킨(나폴리L),144,g,346,15,0,0,13,도미노피자
핫치킨(나폴리M),188,g,466,22,0,0,15,도미노피자
핫치킨(씬 L),114,g,274,14,0,0,8,도미노피자
핫치킨(씬 M),152,g,410,20,0,0,18,도미노피자
핫치킨(슈퍼시드 함유 도우L),132,g,323,15,0,0,14,도미노피자
핫치킨(슈퍼시드 함유 도우M),119,g,297,13,0,0,10,도미노피자
핫치킨 더블치즈엣지(오리지널 L),146,g,361,16,0,0,10,도미노피자
핫치킨 더블치즈엣지(오리지널 M),143,g,356,18,0,0,8,도미노피자
먹물 오징어링,182,g,441,22,0,0,9,도미노피자
슈퍼곡물 치킨(10조각),105,g,650,17,0,0,1,도미노피자
옥수수 버터구이(6개),178,g,481,36,0,0,4,도미노피자
치킨퐁듀 그라탕,176,g,370,36,0,0,20,도미노피자
퀴노아 치킨 샐러드,358,g,827,32,0,0,14,도미노피자
트러플 리조또,137,g,121,8,0,0,10,도미노피자
포테이토 순살치킨(3조각),285,g,650,17,0,0,8,도미노피자
프레시 코울슬로,305,g,729,42,0,0,12,도미노피자
프레시 콘샐러드,100,g,133,1,0,0,9,도미노피자
프렌치 라따뚜이,100,g,135,2,0,0,11,도미노피자
하프&하프 스파게티 (NEW 치즈 & 화이트 크림),329,g,382,20,0,0,16,도미노피자
화이트 크림 스파게티,395,g,705,28,0,0,11,도미노피자
NEW 치즈 볼로네즈 스파게티,392,g,851,29,0,0,9,도미노피자
티본스테이크&쉬림프(클래식)M,188,g,433,22,0,0,13,피자헛
티본스테이크&쉬림프(클래식)L,101,g,226,11,0,0,7,피자헛
티본스테이크&쉬림프(크런치)M,123,g,292,13,0,0,7,피자헛
티본스테이크&쉬림프(크런치)L,121,g,292,13,0,0,7,피자헛
티본스테이크&쉬림프(리치골드)M,118,g,286,14,0,0,7,피자헛
티본스테이크&쉬림프(리치골드)L,113,g,274,13,0,0,7,피자헛
티본스테이크&쉬림프(치즈크러스트)M,106,g,260,14,0,0,5,피자헛
티본스테이크&쉬림프(치즈크러스트)L,105,g,254,13,0,0,5,피자헛
더블치즈 티본스테이크(클래식)M,196,g,466,23,0,0,17,피자헛
더블치즈 티본스테이크(클래식)L,199,g,471,22,0,0,19,피자헛
더블치즈 티본스테이크(크런치)M,117,g,284,13,0,0,8,피자헛
더블치즈 티본스테이크(크런치)L,118,g,285,13,0,0,8,피자헛
더블치즈 티본스테이크(리치골드)M,115,g,282,14,0,0,8,피자헛
더블치즈 티본스테이크(리치골드)L,110,g,267,13,0,0,8,피자헛
더블치즈 티본스테이크(치즈크러스트)M,103,g,257,14,0,0,6,피자헛
더블치즈 티본스테이크(치즈크러스트)L,101,g,248,13,0,0,6,피자헛
쉬림프올인(클래식)M,192,g,392,23,0,0,6,피자헛
쉬림프올인(클래식)L,100,g,207,12,0,0,3,피자헛
쉬림프올인(크런치)M,117,g,274,12,0,0,5,피자헛
쉬림프올인(크런치)L,124,g,290,13,0,0,5,피자헛
쉬림프올인(리치골드)M,116,g,274,14,0,0,5,피자헛
쉬림프올인(리치골드)L,116,g,270,13,0,0,5,피자헛
쉬림프올인(치즈크러스트)M,104,g,247,13,0,0,3,피자헛
쉬림프올인(치즈크러스트)L,107,g,249,13,0,0,3,피자헛
갈릭버터쉬림프(클래식)M,187,g,440,21,0,0,9,피자헛
갈릭버터쉬림프(클래식)L,101,g,233,11,0,0,5,피자헛
갈릭버터쉬림프(크런치)M,120,g,294,13,0,0,6,피자헛
갈릭버터쉬림프(크런치)L,127,g,312,14,0,0,6,피자헛
갈릭버터쉬림프(리치골드)M,119,g,294,15,0,0,7,피자헛
갈릭버터쉬림프(리치골드)L,118,g,293,15,0,0,6,피자헛
갈릭버터쉬림프(치즈크러스트)M,107,g,266,14,0,0,4,피자헛
갈릭버터쉬림프(치즈크러스트)L,110,g,271,14,0,0,4,피자헛
토핑킹(크런치)M,118,g,297,13,0,0,6,피자헛
토핑킹(크런치)L,123,g,310,14,0,0,6,피자헛
토핑킹(리치골드)M,117,g,297,16,0,0,7,피자헛
토핑킹(리치골드)L,114,g,291,15,0,0,6,피자헛
토핑킹(치즈크러스트)M,105,g,270,14,0,0,4,피자헛
토핑킹(치즈크러스트)L,106,g,269,14,0,0,4,피자헛
치즈킹(크런치)M,123,g,322,15,0,0,5,피자헛
치즈킹(크런치)L,126,g,331,15,0,0,5,피자헛
치즈킹(리치골드)M,122,g,322,17,0,0,5,피자헛
치즈킹(리치골드)L,117,g,311,17,0,0,5,피자헛
치즈킹(치즈크러스트)M,110,g,295,16,0,0,3,피자헛
치즈킹(치즈크러스트)L,109,g,290,16,0,0,3,피자헛
큐브스테이크(크런치)M,121,g,304,12,0,0,6,피자헛
큐브스테이크(크런치)L,129,g,321,13,0,0,7,피자헛
큐브스테이크(리치골드)M,120,g,304,15,0,0,7,피자헛
큐브스테이크(리치골드)L,121,g,301,14,0,0,7,피자헛
큐브스테이크(치즈크러스트)M,108,g,276,14,0,0,4,피자헛
큐브스테이크(치즈크러스트)L,113,g,280,13,0,0,5,피자헛
갈릭마블 스테이크(크런치)M,118,g,284,12,0,0,5,피자헛
갈릭마블 스테이크(크런치)L,124,g,300,13,0,0,5,피자헛
갈릭마블 스테이크(리치골드)M,117,g,284,13,0,0,6,피자헛
갈릭마블 스테이크(리치골드)L,116,g,300,14,0,0,5,피자헛
갈릭마블 스테이크(치즈크러스트)M,105,g,257,13,0,0,3,피자헛
갈릭마블 스테이크(치즈크러스트)L,107,g,259,13,0,0,3,피자헛
쉬림프&스테이크 올인(크런치)M,117,g,278,12,0,0,5,피자헛
쉬림프&스테이크 올인(크런치)L,123,g,294,13,0,0,5,피자헛
쉬림프&스테이크 올인(리치골드)M,119,g,292,14,0,0,5,피자헛
쉬림프&스테이크 올인(리치골드)L,119,g,290,14,0,0,5,피자헛
쉬림프&스테이크 올인(치즈크러스트)M,104,g,250,13,0,0,3,피자헛
쉬림프&스테이크 올인(치즈크러스트)L,106,g,253,13,0,0,3,피자헛
직화불고기(크런치)M,108,g,296,13,0,0,5,피자헛
직화불고기(크런치)L,113,g,308,13,0,0,5,피자헛
직화불고기(리치골드)M,107,g,296,15,0,0,6,피자헛
직화불고기(리치골드)L,104,g,289,14,0,0,5,피자헛
직화불고기(치즈크러스트)M,191,g,536,28,0,0,6,피자헛
직화불고기(치즈크러스트)L,192,g,535,26,0,0,6,피자헛
수퍼슈프림(크런치)M,115,g,285,12,0,0,4,피자헛
수퍼슈프림(크런치)L,126,g,309,13,0,0,5,피자헛
수퍼슈프림(리치골드)M,113,g,283,14,0,0,5,피자헛
수퍼슈프림(리치골드)L,117,g,289,15,0,0,5,피자헛
수퍼슈프림(치즈크러스트)M,102,g,256,13,0,0,2,피자헛
수퍼슈프림(치즈크러스트)L,108,g,267,14,0,0,3,피자헛
베이컨포테이토(크런치)M,121,g,313,12,0,0,5,피자헛
베이컨포테이토(크런치)L,131,g,333,13,0,0,5,피자헛
베이컨포테이토(리치골드)M,119,g,311,14,0,0,5,피자헛
베이컨포테이토(리치골드)L,122,g,313,14,0,0,5,피자헛
베이컨포테이토(치즈크러스트)M,107,g,284,13,0,0,3,피자헛
베이컨포테이토(치즈크러스트)L,113,g,291,13,0,0,3,피자헛
직화불고기L,168,g,445,21,0,0,6,피자헛
페페로니M,128,g,339,15,0,0,4,피자헛
페페로니L,152,g,404,18,0,0,4,피자헛
수퍼슈프림L,194,g,445,22,0,0,5,피자헛
치즈M,133,g,346,17,0,0,4,피자헛
치즈L,158,g,411,20,0,0,4,피자헛
콘샐러드,100,g,100,2,0,0,7,피자헛
코울슬로,100,g,87,1,0,0,10,피자헛
크림치킨파스타,351,g,633,24,0,0,7,피자헛
상하이쉬림프파스타,321,g,498,22,0,0,19,피자헛
팝콘치킨,134,g,416,21,0,0,2,피자헛
치즈볼,130,g,413,21,0,0,5,피자헛
오리지날 윙 4조각,126,g,270,27,0,0,3,피자헛
오리지날 윙 8조각,252,g,540,54,0,0,4,피자헛
스파이시윙 4조각,166,g,373,28,0,0,20,피자헛
스파이시윙 8조각,292,g,643,55,0,0,23,피자헛
치킨텐더 4조각,150,g,283,20,0,0,1,피자헛
치킨텐더 8조각,300,g,567,39,0,0,1,피자헛
리치치즈파스타,366,g,690,24,0,0,0,피자헛
그뤼에르 퐁듀소스,60,g,106,3,0,0,0,피자헛
치즈크러스트 디핑소스,11,g,60,0,0,0,0,피자헛
핫소스,2,g,1,0,0,0,0,피자헛
바른생피클 L,120,g,50,0,0,0,9,피자헛
바른생피클 M,70,g,55,0,0,0,11,피자헛
갓치킨L(바삭한 크런치),136,g,410,17,0,0,6,피자헛
갓치킨L(쫄깃한 클래식),145,g,381,20,0,0,5,피자헛
순삭포테이토L(바삭한 크런치),154,g,496,15,0,0,3,피자헛
순삭포테이토L(쫄깃한 클래식),125,g,353,17,0,0,5,피자헛
케미콤보(쫄깃한 클래식),129,g,371,17,0,0,8,피자헛
케미콤보(바삭한 크런치),129,g,306,16,0,0,6,피자헛
폭폭치즈L(쫄깃한 클래식),158,g,413,21,0,0,6,피자헛
폭폭치즈L(바삭한 크런치),121,g,372,18,0,0,5,피자헛
얌얌페페로니L(쫄깃한 클래식),140,g,343,16,0,0,5,피자헛
얌얌페페로니L(바삭한 크런치),106,g,343,15,0,0,4,피자헛
씨푸드아일랜드 노엣지 R,106,g,265,14,0,0,5,미스터피자
씨푸드아일랜드 해쉬브라운R,121,g,311,15,0,0,6,미스터피자
씨푸드아일랜드 골드R,120,g,300,15,0,0,6,미스터피자
씨푸드아일랜드 크림치즈R,123,g,309,14,0,0,7,미스터피자
씨푸드아일랜드 에그타르트R,120,g,306,14,0,0,8,미스터피자
씨푸드아일랜드 치즈캡 R,118,g,297,16,0,0,5,미스터피자
씨푸드아일랜드 노엣지 L,133,g,341,16,0,0,6,미스터피자
씨푸드아일랜드 해쉬브라운 L,151,g,396,17,0,0,7,미스터피자
씨푸드아일랜드 골드L,149,g,383,18,0,0,7,미스터피자
씨푸드아일랜드 크림치즈 L,154,g,394,17,0,0,8,미스터피자
씨푸드아일랜드 에그타르트 L,149,g,390,17,0,0,9,미스터피자
씨푸드아일랜드 치즈캡 L,145,g,374,19,0,0,6,미스터피자
제주흑도새기 노엣지 R,195,g,454,34,0,0,12,미스터피자
제주흑도새기 해쉬브라운R,113,g,273,18,0,0,7,미스터피자
제주흑도새기 골드R,111,g,262,19,0,0,7,미스터피자
제주흑도새기 크림치즈R,115,g,271,18,0,0,8,미스터피자
제주흑도새기 에그타르트R,111,g,268,18,0,0,9,미스터피자
제주흑도새기 치즈캡 R,109,g,259,20,0,0,6,미스터피자
제주흑도새기 노엣지 L,126,g,296,18,0,0,6,미스터피자
제주흑도새기 해쉬브라운 L,145,g,352,19,0,0,7,미스터피자
제주흑도새기 골드L,143,g,339,20,0,0,7,미스터피자
제주흑도새기 크림치즈 L,147,g,350,19,0,0,8,미스터피자
제주흑도새기 에그타르트 L,143,g,346,18,0,0,10,미스터피자
제주흑도새기 치즈캡 L,139,g,329,21,0,0,6,미스터피자
치즈블라썸 스테이크 노엣지 R,193,g,510,31,0,0,6,미스터피자
치즈블라썸 스테이크 해쉬브라운R,112,g,301,17,0,0,4,미스터피자
치즈블라썸 스테이크 골드R,110,g,289,17,0,0,4,미스터피자
치즈블라썸 스테이크 크림치즈R,113,g,299,17,0,0,5,미스터피자
치즈블라썸 스테이크 에그타르트R,110,g,296,16,0,0,6,미스터피자
치즈블라썸 스테이크 치즈캡 R,113,g,262,16,0,0,3,미스터피자
치즈블라썸 스테이크 노엣지 L,122,g,321,18,0,0,4,미스터피자
치즈블라썸 스테이크 해쉬브라운 L,140,g,377,19,0,0,6,미스터피자
치즈블라썸 스테이크 골드L,134,g,364,20,0,0,6,미스터피자
치즈블라썸 스테이크 크림치즈 L,138,g,375,19,0,0,7,미스터피자
치즈블라썸 스테이크 에그타르트 L,134,g,371,18,0,0,8,미스터피자
치즈블라썸 스테이크 치즈캡 L,130,g,354,21,0,0,4,미스터피자
새우천왕 노엣지(오리진)R,176,g,435,22,0,0,10,미스터피자
새우천왕 치즈캡R,200,g,499,27,0,0,10,미스터피자
새우천왕 해쉬브라운R,103,g,233,12,0,0,6,미스터피자
새우천왕 에그타르트R,102,g,231,11,0,0,8,미스터피자
새우천왕 골드R,102,g,231,12,0,0,6,미스터피자
새우천왕 크림치즈R,105,g,234,12,0,0,7,미스터피자
새우천왕 노엣지(오리진)L,111,g,278,14,0,0,6,미스터피자
새우천왕 치즈캡L,123,g,311,16,0,0,6,미스터피자
새우천왕 해쉬브라운L,129,g,334,15,0,0,8,미스터피자
새우천왕 에그타르트L,128,g,327,14,0,0,10,미스터피자
새우천왕 골드L,128,g,320,15,0,0,8,미스터피자
새우천왕 크림치즈L,132,g,332,15,0,0,9,미스터피자
치우천왕 오리진R,178,g,450,22,0,0,10,미스터피자
치우천왕 치즈캡R,179,g,454,29,0,0,7,미스터피자
치우천왕 해쉬브라운R,185,g,481,25,0,0,10,미스터피자
치우천왕 에그타르트R,182,g,472,24,0,0,13,미스터피자
치우천왕 골드R,182,g,459,26,0,0,10,미스터피자
치우천왕 크림치즈R,189,g,477,25,0,0,11,미스터피자
치우천왕 노엣지L,104,g,265,14,0,0,5,미스터피자
치우천왕 치즈캡L,116,g,298,17,0,0,5,미스터피자
치우천왕 해쉬브라운L,122,g,321,15,0,0,6,미스터피자
치우천왕 에그타르트L,120,g,314,15,0,0,8,미스터피자
치우천왕 골드L,120,g,307,16,0,0,6,미스터피자
치우천왕 크림치즈L,125,g,319,15,0,0,7,미스터피자
트레비앙 해쉬브라운R,188,g,523,21,0,0,15,미스터피자
트레비앙 에그타르트R,184,g,514,20,0,0,19,미스터피자
트레비앙 오리진R,157,g,431,19,0,0,13,미스터피자
트레비앙 골드R,184,g,500,21,0,0,15,미스터피자
트레비앙 크림치즈R,191,g,519,20,0,0,17,미스터피자
트레비앙 치즈캡R,181,g,495,24,0,0,13,미스터피자
트레비앙 해쉬브라운L,126,g,348,15,0,0,10,미스터피자
트레비앙 에그타르트L,124,g,342,14,0,0,12,미스터피자
트레비앙 오리진L,108,g,292,13,0,0,8,미스터피자
트레비앙 골드L,124,g,335,15,0,0,10,미스터피자
트레비앙 크림치즈L,129,g,346,14,0,0,11,미스터피자
트레비앙 치즈캡L,120,g,325,16,0,0,8,미스터피자
러블리피스 해쉬브라운R,197,g,510,24,0,0,13,미스터피자
러블리피스 에그타르트R,193,g,501,23,0,0,16,미스터피자
러블리피스 오리진R,166,g,419,21,0,0,10,미스터피자
러블리피스 골드R,193,g,488,24,0,0,13,미스터피자
러블리피스 크림치즈R,100,g,253,12,0,0,7,미스터피자
러블리피스 치즈캡R,190,g,483,27,0,0,10,미스터피자
러블리피스 해쉬브라운L,119,g,308,13,0,0,7,미스터피자
러블리피스 에그타르트L,117,g,302,13,0,0,9,미스터피자
러블리피스 오리진L,101,g,253,12,0,0,6,미스터피자
러블리피스 골드L,117,g,295,14,0,0,7,미스터피자
러블리피스 크림치즈L,121,g,306,13,0,0,8,미스터피자
러블리피스 치즈캡L,113,g,286,15,0,0,6,미스터피자
